ResponseId,Age,EdLevel,Country
13281,25-34 years old,Some College,United States
13283,25-34 years old,Doctorate,United Kingdom
13284,35-44 years old,Master,Ukraine
13293,25-34 years old,Secondary School,Peru
13295,25-34 years old,Secondary School,Colombia
13299,18-24 years old,Bachelor,United States
13304,35-44 years old,Bachelor,Uruguay
13310,35-44 years old,Secondary School,Hungary
13317,35-44 years old,Master,Canada
13318,25-34 years old,Doctorate,Norway
13319,18-24 years old,Master,France
13320,35-44 years old,Doctorate,Germany
13321,18-24 years old,Some College,Ukraine
13323,45-54 years old,Master,United States
13325,25-34 years old,Bachelor,United States
13326,35-44 years old,Master,Poland
13329,25-34 years old,Bachelor,United States
13331,25-34 years old,Master,Austria
13332,35-44 years old,Bachelor,United States
13333,25-34 years old,Bachelor,United States
13339,25-34 years old,Bachelor,United States
13340,18-24 years old,Bachelor,United States
13345,25-34 years old,Bachelor,Canada
13351,Under 18 years old,Secondary School,Germany
13352,55-64 years old,Master,United States
13355,18-24 years old,Secondary School,Austria
13358,35-44 years old,Bachelor,United States
13360,35-44 years old,Master,Ukraine
13366,25-34 years old,Bachelor,United Kingdom
13370,18-24 years old,Bachelor,United States
13371,25-34 years old,Bachelor,Egypt
13372,25-34 years old,Bachelor,United States
13373,25-34 years old,Bachelor,Germany
13377,35-44 years old,Bachelor,United States
13378,25-34 years old,Secondary School,Slovakia
13381,35-44 years old,Bachelor,United States
13382,25-34 years old,Bachelor,Belgium
13383,55-64 years old,Master,United States
13388,25-34 years old,Master,Italy
13390,25-34 years old,Bachelor,Belarus
13401,18-24 years old,Bachelor,Colombia
13403,35-44 years old,Bachelor,Estonia
13406,25-34 years old,Doctorate,Ukraine
13408,45-54 years old,Bachelor,Netherlands
13410,35-44 years old,Bachelor,Brazil
13413,35-44 years old,Master,Italy
13414,18-24 years old,Bachelor,Spain
13415,35-44 years old,Bachelor,United States
13421,18-24 years old,Associate,Malawi
13423,25-34 years old,Master,Ukraine
13433,Under 18 years old,Secondary School,Portugal
13434,25-34 years old,Some College,Poland
13435,25-34 years old,Some College,United States
13436,35-44 years old,Bachelor,United States
13437,35-44 years old,Master,Canada
13438,18-24 years old,Some College,United Kingdom
13439,25-34 years old,Bachelor,United States
13443,18-24 years old,Bachelor,India
13446,25-34 years old,Bachelor,United States
13448,25-34 years old,Master,France
13456,25-34 years old,Bachelor,United States
13457,25-34 years old,Bachelor,United States
13459,25-34 years old,Master,France
13461,25-34 years old,Bachelor,Canada
13468,45-54 years old,Bachelor,Canada
13476,35-44 years old,Master,United States
13477,25-34 years old,Bachelor,United States
13478,35-44 years old,Master,Ukraine
13481,25-34 years old,Master,Ireland
13483,25-34 years old,Bachelor,United States
13484,35-44 years old,Master,Switzerland
13488,35-44 years old,Master,Canada
13493,25-34 years old,Master,Brazil
13496,25-34 years old,Bachelor,Panama
13498,55-64 years old,Bachelor,Canada
13502,35-44 years old,Secondary School,Austria
13503,35-44 years old,Associate,United States
13504,18-24 years old,Bachelor,Vietnam
13506,18-24 years old,Bachelor,France
13508,18-24 years old,Master,Ukraine
13516,25-34 years old,Master,United States
13518,55-64 years old,Bachelor,Canada
13527,18-24 years old,Bachelor,Ukraine
13528,25-34 years old,Some College,Poland
13529,35-44 years old,Bachelor,Germany
13532,18-24 years old,Secondary School,Germany
13534,25-34 years old,Bachelor,United States
13536,25-34 years old,Bachelor,Chile
13537,18-24 years old,Secondary School,Germany
13545,45-54 years old,Master,United States
13549,25-34 years old,Bachelor,India
13550,25-34 years old,Bachelor,United States
13552,18-24 years old,Secondary School,Ukraine
13556,35-44 years old,Master,Chile
13561,18-24 years old,Bachelor,United States
13563,25-34 years old,Some College,Italy
13564,25-34 years old,Bachelor,Nigeria
13565,55-64 years old,Doctorate,United States
13567,18-24 years old,Some College,Bolivia
13568,25-34 years old,Master,France
13569,35-44 years old,Master,Canada
13570,18-24 years old,Bachelor,Brazil
13573,18-24 years old,Bachelor,United States
13575,25-34 years old,Master,Brazil
13577,35-44 years old,Some College,United States
13584,18-24 years old,Master,France
13587,25-34 years old,Some College,Mexico
13593,25-34 years old,Bachelor,Germany
13595,25-34 years old,Bachelor,United Kingdom
13601,25-34 years old,Master,Zimbabwe
13603,45-54 years old,Bachelor,United Kingdom
13607,45-54 years old,Bachelor,Canada
13611,25-34 years old,Master,France
13619,25-34 years old,Bachelor,United Kingdom
13621,25-34 years old,Bachelor,United Kingdom
13632,25-34 years old,Associate,Argentina
13644,18-24 years old,Master,France
13653,45-54 years old,Doctorate,Mexico
13654,35-44 years old,Bachelor,United States
13657,18-24 years old,Bachelor,Mexico
13659,18-24 years old,Some College,Brazil
13662,18-24 years old,Some College,Colombia
13663,25-34 years old,Master,United States
13665,25-34 years old,Doctorate,Brazil
13671,35-44 years old,Bachelor,United States
13673,45-54 years old,Secondary School,Estonia
13679,35-44 years old,Some College,United States
13685,25-34 years old,Bachelor,United States
13692,25-34 years old,Bachelor,United States
13693,25-34 years old,Bachelor,Hungary
13698,25-34 years old,Master,United States
13702,18-24 years old,Bachelor,Indonesia
13703,Under 18 years old,Doctorate,Mexico
13704,25-34 years old,Bachelor,Colombia
13705,18-24 years old,Bachelor,Morocco
13708,18-24 years old,Some College,Brazil
13713,18-24 years old,Bachelor,India
13714,25-34 years old,Bachelor,Costa Rica
13715,35-44 years old,Some College,Canada
13716,25-34 years old,Bachelor,Mexico
13718,25-34 years old,Bachelor,Japan
13720,35-44 years old,Bachelor,United States
13721,35-44 years old,Associate,Latvia
13722,25-34 years old,Bachelor,Sri Lanka
13723,25-34 years old,Bachelor,United States
13724,25-34 years old,Bachelor,Brazil
13726,25-34 years old,Bachelor,India
13728,18-24 years old,Bachelor,Philippines
13729,25-34 years old,Master,Brazil
13733,55-64 years old,Doctorate,United States
13747,25-34 years old,Bachelor,Ukraine
13750,18-24 years old,Bachelor,Philippines
13756,55-64 years old,Bachelor,Canada
13757,25-34 years old,Master,United States
13761,25-34 years old,Some College,Brazil
13763,35-44 years old,Secondary School,Mexico
13764,35-44 years old,Master,Australia
13765,45-54 years old,Bachelor,Israel
13766,25-34 years old,Master,India
13767,18-24 years old,Secondary School,Brazil
13770,45-54 years old,Bachelor,Canada
13771,18-24 years old,Bachelor,Sri Lanka
13772,18-24 years old,Bachelor,Vietnam
13782,18-24 years old,Bachelor,India
13787,18-24 years old,Bachelor,India
13789,25-34 years old,Master,India
13793,35-44 years old,Master,Canada
13795,25-34 years old,Master,Ukraine
13799,35-44 years old,Some College,Argentina
13806,35-44 years old,Bachelor,United States
13813,35-44 years old,Master,Belgium
13814,25-34 years old,Bachelor,Nigeria
13819,25-34 years old,Secondary School,Netherlands
13820,35-44 years old,Bachelor,Poland
13821,25-34 years old,Some College,Ukraine
13822,35-44 years old,Some College,United States
13825,25-34 years old,Bachelor,Indonesia
13833,25-34 years old,Associate,Thailand
13835,35-44 years old,Master,Ukraine
13838,45-54 years old,Master,United Kingdom
13839,35-44 years old,Some College,Brazil
13841,45-54 years old,Bachelor,Italy
13844,25-34 years old,Secondary School,Norway
13846,25-34 years old,Bachelor,United Kingdom
13847,18-24 years old,Secondary School,Australia
13848,35-44 years old,Bachelor,Thailand
13850,25-34 years old,Master,Sri Lanka
13854,18-24 years old,Associate,Spain
13856,65 years or older,Master,United Kingdom
13857,25-34 years old,Some College,Switzerland
13858,Under 18 years old,Primary School,Australia
13859,18-24 years old,Bachelor,India
13861,25-34 years old,Bachelor,India
13863,25-34 years old,Bachelor,India
13865,18-24 years old,Bachelor,Ghana
13866,25-34 years old,Other,Ireland
13871,25-34 years old,Secondary School,Switzerland
13872,18-24 years old,Associate,Israel
13873,25-34 years old,Master,Sweden
13874,25-34 years old,Master,India
13878,25-34 years old,Master,Netherlands
13879,35-44 years old,Bachelor,Norway
13885,25-34 years old,Bachelor,Spain
13888,25-34 years old,Master,Spain
13895,25-34 years old,Bachelor,Cameroon
13897,35-44 years old,Bachelor,India
13904,25-34 years old,Master,Ukraine
13909,25-34 years old,Bachelor,Turkmenistan
13914,35-44 years old,Master,Ukraine
13915,35-44 years old,Bachelor,Ukraine
13917,35-44 years old,Bachelor,United Kingdom
13918,25-34 years old,Bachelor,Poland
13920,18-24 years old,Bachelor,Germany
13921,45-54 years old,Doctorate,United Kingdom
13924,18-24 years old,Some College,Poland
13925,35-44 years old,Master,Poland
13931,45-54 years old,Doctorate,Germany
13936,25-34 years old,Bachelor,India
13937,18-24 years old,Bachelor,Iran
13939,18-24 years old,Secondary School,Denmark
13943,18-24 years old,Secondary School,Czech Republic
13945,45-54 years old,Bachelor,Spain
13949,Under 18 years old,Secondary School,Austria
13951,35-44 years old,Master,Poland
13953,25-34 years old,Some College,Greece
13954,35-44 years old,Bachelor,India
13959,25-34 years old,Bachelor,Egypt
13960,35-44 years old,Master,India
13961,25-34 years old,Bachelor,Nepal
13962,35-44 years old,Master,Germany
13969,25-34 years old,Master,Ethiopia
13970,45-54 years old,Bachelor,Vietnam
13971,45-54 years old,Master,Germany
13978,25-34 years old,Master,Germany
13980,35-44 years old,Bachelor,Ghana
13981,25-34 years old,Master,Ukraine
13987,18-24 years old,Bachelor,India
13989,18-24 years old,Secondary School,Slovakia
13991,35-44 years old,Master,Ukraine
13994,18-24 years old,Some College,Italy
13999,18-24 years old,Bachelor,Ukraine
14001,18-24 years old,Some College,Iran
14006,18-24 years old,Secondary School,Netherlands
14009,35-44 years old,Bachelor,Spain
14010,18-24 years old,Bachelor,Egypt
14014,35-44 years old,Bachelor,United States
14015,35-44 years old,Master,France
14017,25-34 years old,Bachelor,Pakistan
14019,35-44 years old,Some College,Sweden
14021,25-34 years old,Bachelor,India
14022,18-24 years old,Bachelor,Ukraine
14023,35-44 years old,Master,Ukraine
14024,25-34 years old,Some College,Germany
14029,35-44 years old,Bachelor,Netherlands
14031,25-34 years old,Some College,Italy
14035,25-34 years old,Some College,Israel
14039,35-44 years old,Bachelor,Germany
14046,25-34 years old,Some College,Spain
14050,45-54 years old,Master,Ukraine
14052,35-44 years old,Bachelor,Australia
14055,25-34 years old,Bachelor,China
14059,25-34 years old,Bachelor,Sweden
14063,35-44 years old,Some College,South Africa
14066,25-34 years old,Bachelor,Poland
14073,18-24 years old,Secondary School,Brazil
14080,25-34 years old,Bachelor,Poland
14084,18-24 years old,Master,United Kingdom
14090,35-44 years old,Bachelor,Poland
14092,18-24 years old,Master,Slovakia
14093,18-24 years old,Bachelor,India
14095,45-54 years old,Doctorate,Colombia
14100,18-24 years old,Some College,Denmark
14101,35-44 years old,Bachelor,Netherlands
14104,25-34 years old,Bachelor,Pakistan
14109,55-64 years old,Master,United States
14112,25-34 years old,Master,Turkey
14118,25-34 years old,Bachelor,Australia
14119,35-44 years old,Associate,Singapore
14120,45-54 years old,Bachelor,France
14127,25-34 years old,Master,Switzerland
14130,25-34 years old,Bachelor,Germany
14136,18-24 years old,Bachelor,Nepal
14137,35-44 years old,Master,Pakistan
14143,45-54 years old,Bachelor,United States
14146,45-54 years old,Master,Australia
14153,18-24 years old,Secondary School,India
14156,25-34 years old,Bachelor,Belgium
14166,25-34 years old,Master,Ukraine
14168,35-44 years old,Bachelor,United Kingdom
14169,25-34 years old,Bachelor,India
14171,25-34 years old,Bachelor,Egypt
14172,35-44 years old,Bachelor,Greece
14177,35-44 years old,Master,Serbia
14179,25-34 years old,Bachelor,Jordan
14184,55-64 years old,Secondary School,Italy
14186,45-54 years old,Master,South Africa
14187,25-34 years old,Bachelor,Egypt
14190,25-34 years old,Associate,Germany
14198,18-24 years old,Secondary School,Bangladesh
14201,18-24 years old,Bachelor,India
14202,25-34 years old,Bachelor,India
14203,35-44 years old,Bachelor,United Kingdom
14205,25-34 years old,Master,Spain
14210,18-24 years old,Bachelor,Ukraine
14212,25-34 years old,Doctorate,Netherlands
14214,45-54 years old,Some College,Canada
14224,35-44 years old,Bachelor,United States
14225,35-44 years old,Bachelor,Brazil
14236,35-44 years old,Master,Australia
14241,25-34 years old,Some College,United States
14242,35-44 years old,Some College,Italy
14243,45-54 years old,Master,United Kingdom
14247,25-34 years old,Bachelor,Romania
14250,18-24 years old,Some College,Italy
14253,25-34 years old,Bachelor,India
14259,25-34 years old,Master,Germany
14260,18-24 years old,Bachelor,Italy
14261,18-24 years old,Some College,Mauritius
14265,Under 18 years old,Secondary School,Turkey
14267,25-34 years old,Master,Spain
14268,18-24 years old,Bachelor,United Kingdom
14269,25-34 years old,Master,Bangladesh
14278,25-34 years old,Some College,Brazil
14279,18-24 years old,Bachelor,Bulgaria
14282,Under 18 years old,Some College,Israel
14283,35-44 years old,Some College,Georgia
14295,25-34 years old,Bachelor,United States
14297,35-44 years old,Bachelor,India
14298,35-44 years old,Some College,Netherlands
14299,25-34 years old,Master,Serbia
14302,25-34 years old,Doctorate,Ukraine
14304,18-24 years old,Some College,India
14305,35-44 years old,Bachelor,Spain
14315,18-24 years old,Bachelor,Germany
14319,25-34 years old,Master,India
14320,35-44 years old,Bachelor,United Kingdom
14321,65 years or older,Bachelor,United Kingdom
14324,25-34 years old,Bachelor,India
14331,25-34 years old,Bachelor,United States
14336,35-44 years old,Bachelor,Egypt
14338,45-54 years old,Doctorate,United States
14342,18-24 years old,Bachelor,Lithuania
14347,65 years or older,Bachelor,United States
14348,25-34 years old,Some College,Hungary
14349,25-34 years old,Bachelor,India
14354,25-34 years old,Bachelor,United States
14357,25-34 years old,Bachelor,Turkey
14358,45-54 years old,Some College,United States
14359,25-34 years old,Associate,Brazil
14361,35-44 years old,Bachelor,Colombia
14362,35-44 years old,Bachelor,United States
14364,35-44 years old,Some College,Ukraine
14366,25-34 years old,Bachelor,Kazakhstan
14375,25-34 years old,Bachelor,Switzerland
14376,35-44 years old,Secondary School,Israel
14379,35-44 years old,Bachelor,Greece
14380,18-24 years old,Secondary School,Poland
14381,35-44 years old,Master,Spain
14382,25-34 years old,Master,Sweden
14385,18-24 years old,Secondary School,Germany
14388,18-24 years old,Secondary School,Spain
14400,25-34 years old,Some College,Canada
14401,35-44 years old,Master,Saudi Arabia
14402,25-34 years old,Bachelor,Ukraine
14404,25-34 years old,Master,United Kingdom
14405,35-44 years old,Doctorate,United Kingdom
14406,25-34 years old,Bachelor,Netherlands
14411,25-34 years old,Bachelor,Egypt
14413,25-34 years old,Bachelor,United Arab Emirates
14417,18-24 years old,Bachelor,India
14423,25-34 years old,Bachelor,Zimbabwe
14424,25-34 years old,Master,Hungary
14426,25-34 years old,Bachelor,United States
14427,25-34 years old,Bachelor,United States
14435,25-34 years old,Bachelor,Australia
14443,18-24 years old,Other,Austria
14444,25-34 years old,Bachelor,Iran
14446,18-24 years old,Other,Germany
14449,45-54 years old,Associate,Côte d'Ivoire
14451,35-44 years old,Master,France
14454,Under 18 years old,Secondary School,Austria
14457,45-54 years old,Bachelor,Germany
14462,18-24 years old,Some College,United Kingdom
14467,25-34 years old,Bachelor,Germany
14470,25-34 years old,Bachelor,Colombia
14473,35-44 years old,Master,Germany
14474,35-44 years old,Bachelor,Zimbabwe
14475,25-34 years old,Doctorate,Argentina
14478,35-44 years old,Bachelor,Israel
14488,45-54 years old,Associate,Brazil
14489,25-34 years old,Some College,Portugal
14494,35-44 years old,Bachelor,United States
14495,18-24 years old,Secondary School,Germany
14509,18-24 years old,Bachelor,New Zealand
14513,45-54 years old,Some College,Switzerland
14524,18-24 years old,Bachelor,United States
14529,18-24 years old,Secondary School,Uruguay
14534,18-24 years old,Bachelor,Mexico
14535,35-44 years old,Bachelor,Germany
14538,18-24 years old,Bachelor,Brazil
14539,25-34 years old,Master,Canada
14540,35-44 years old,Doctorate,United States
14541,25-34 years old,Master,Ukraine
14542,25-34 years old,Bachelor,Australia
14543,25-34 years old,Bachelor,Vietnam
14549,Prefer not to say,Other,United States
14553,45-54 years old,Master,United States
14554,25-34 years old,Bachelor,India
14555,55-64 years old,Doctorate,New Zealand
14556,35-44 years old,Bachelor,Argentina
14559,18-24 years old,Some College,United States
14560,18-24 years old,Bachelor,Indonesia
14564,45-54 years old,Master,United Arab Emirates
14565,35-44 years old,Bachelor,Australia
14566,18-24 years old,Master,India
14571,25-34 years old,Master,Spain
14572,18-24 years old,Secondary School,Thailand
14575,18-24 years old,Secondary School,Indonesia
14576,45-54 years old,Master,United States
14577,35-44 years old,Bachelor,Ukraine
14579,18-24 years old,Master,Bangladesh
14580,25-34 years old,Some College,Canada
14581,Under 18 years old,Secondary School,Bangladesh
14583,25-34 years old,Master,Nigeria
14588,25-34 years old,Bachelor,India
14590,25-34 years old,Bachelor,Ukraine
14598,35-44 years old,Master,Poland
14599,35-44 years old,Some College,United Kingdom
14601,35-44 years old,Bachelor,Lithuania
14602,45-54 years old,Bachelor,Israel
14605,25-34 years old,Bachelor,Bulgaria
14607,25-34 years old,Bachelor,United Kingdom
14608,25-34 years old,Master,Singapore
14612,35-44 years old,Master,Germany
14613,25-34 years old,Master,Afghanistan
14614,25-34 years old,Bachelor,India
14617,35-44 years old,Bachelor,Thailand
14625,35-44 years old,Master,Spain
14629,25-34 years old,Master,Bangladesh
14630,45-54 years old,Master,Ukraine
14633,25-34 years old,Doctorate,India
14635,25-34 years old,Master,Ukraine
14639,35-44 years old,Bachelor,Australia
14642,25-34 years old,Master,Germany
14645,25-34 years old,Secondary School,United Kingdom
14657,35-44 years old,Other,United Kingdom
14667,25-34 years old,Bachelor,United Kingdom
14669,35-44 years old,Master,Egypt
14672,18-24 years old,Bachelor,Australia
14673,25-34 years old,Bachelor,Afghanistan
14674,25-34 years old,Bachelor,Israel
14675,35-44 years old,Master,Ukraine
14678,25-34 years old,Bachelor,Ukraine
14679,18-24 years old,Bachelor,Russia
14680,25-34 years old,Bachelor,Israel
14684,35-44 years old,Master,Netherlands
14686,25-34 years old,Bachelor,United Kingdom
14690,35-44 years old,Master,Serbia
14696,35-44 years old,Master,Romania
14698,18-24 years old,Some College,Australia
14699,18-24 years old,Bachelor,Austria
14700,25-34 years old,Master,Italy
14702,45-54 years old,Master,Poland
14705,25-34 years old,Bachelor,United States
14712,35-44 years old,Some College,Italy
14713,25-34 years old,Bachelor,Israel
14714,18-24 years old,Bachelor,Turkey
14719,18-24 years old,Bachelor,Iran
14720,35-44 years old,Master,Belgium
14724,18-24 years old,Bachelor,India
14729,18-24 years old,Other,Austria
14730,45-54 years old,Some College,Poland
14737,25-34 years old,Bachelor,United States
14738,35-44 years old,Associate,Greece
14740,35-44 years old,Bachelor,Australia
14741,45-54 years old,Bachelor,United Kingdom
14742,25-34 years old,Secondary School,Bulgaria
14743,18-24 years old,Bachelor,Pakistan
14744,25-34 years old,Bachelor,South Korea
14749,35-44 years old,Master,Turkey
14751,25-34 years old,Bachelor,Oman
14752,35-44 years old,Master,France
14754,18-24 years old,Bachelor,Australia
14757,35-44 years old,Bachelor,India
14760,45-54 years old,Doctorate,United Kingdom
14761,25-34 years old,Bachelor,France
14766,25-34 years old,Master,India
14772,25-34 years old,Associate,Philippines
14774,45-54 years old,Master,France
14778,25-34 years old,Bachelor,Philippines
14779,18-24 years old,Other,Ukraine
14780,18-24 years old,Secondary School,Ukraine
14784,18-24 years old,Some College,United Kingdom
14787,35-44 years old,Master,Germany
14790,18-24 years old,Secondary School,Switzerland
14792,25-34 years old,Some College,Croatia
14794,35-44 years old,Master,Germany
14796,25-34 years old,Bachelor,Canada
14797,18-24 years old,Secondary School,Nigeria
14798,45-54 years old,Bachelor,Israel
14804,25-34 years old,Bachelor,Iran
14806,25-34 years old,Bachelor,Bangladesh
14810,25-34 years old,Master,France
14812,45-54 years old,Master,Norway
14813,35-44 years old,Master,Japan
14816,25-34 years old,Bachelor,Sweden
14819,35-44 years old,Bachelor,Serbia
14822,18-24 years old,Some College,Dominican Republic
14826,18-24 years old,Secondary School,United States
14832,25-34 years old,Secondary School,Hungary
14834,25-34 years old,Bachelor,Sri Lanka
14837,25-34 years old,Bachelor,Japan
14844,18-24 years old,Bachelor,India
14849,18-24 years old,Secondary School,Denmark
14851,18-24 years old,Secondary School,Denmark
14861,35-44 years old,Master,Romania
14862,35-44 years old,Master,Portugal
14865,25-34 years old,Some College,Cameroon
14866,55-64 years old,Bachelor,United States
14867,18-24 years old,Master,Germany
14868,Under 18 years old,Primary School,Canada
14869,45-54 years old,Bachelor,United States
14875,35-44 years old,Bachelor,United Kingdom
14876,25-34 years old,Bachelor,India
14877,25-34 years old,Bachelor,Turkey
14878,35-44 years old,Bachelor,Turkey
14886,35-44 years old,Bachelor,Brazil
14894,35-44 years old,Master,Poland
14898,35-44 years old,Master,Germany
14900,25-34 years old,Bachelor,India
14902,18-24 years old,Bachelor,Egypt
14904,25-34 years old,Associate,Indonesia
14906,18-24 years old,Secondary School,Finland
14908,25-34 years old,Bachelor,Italy
14910,25-34 years old,Some College,Austria
14917,35-44 years old,Master,Netherlands
14918,45-54 years old,Master,Bulgaria
14920,55-64 years old,Doctorate,United States
14922,45-54 years old,Bachelor,United States
14931,25-34 years old,Master,Ukraine
14934,18-24 years old,Some College,United Kingdom
14935,25-34 years old,Master,Hungary
14942,25-34 years old,Associate,United States
14943,18-24 years old,Bachelor,Romania
14944,25-34 years old,Doctorate,Benin
14945,25-34 years old,Master,Philippines
14950,25-34 years old,Bachelor,Azerbaijan
14951,35-44 years old,Bachelor,Austria
14953,25-34 years old,Associate,Japan
14956,35-44 years old,Bachelor,United Kingdom
14960,25-34 years old,Bachelor,India
14966,18-24 years old,Bachelor,Ukraine
14967,25-34 years old,Bachelor,United States
14970,18-24 years old,Associate,Bangladesh
14973,35-44 years old,Bachelor,Canada
14974,35-44 years old,Some College,Israel
14975,25-34 years old,Bachelor,Singapore
14980,25-34 years old,Bachelor,Brazil
14981,18-24 years old,Some College,Brazil
14986,18-24 years old,Bachelor,Poland
14989,35-44 years old,Master,Serbia
14990,25-34 years old,Bachelor,Saudi Arabia
14992,18-24 years old,Bachelor,Pakistan
14993,35-44 years old,Master,Ukraine
14994,35-44 years old,Secondary School,Egypt
15002,25-34 years old,Doctorate,Morocco
15004,25-34 years old,Bachelor,Brazil
15006,45-54 years old,Bachelor,United States
15010,25-34 years old,Bachelor,Bulgaria
15011,18-24 years old,Bachelor,India
15012,18-24 years old,Bachelor,Poland
15016,Prefer not to say,Bachelor,Germany
15018,45-54 years old,Bachelor,United States
15020,25-34 years old,Bachelor,United States
15021,35-44 years old,Master,Georgia
15023,35-44 years old,Bachelor,United States
15024,25-34 years old,Bachelor,Iran
15031,35-44 years old,Bachelor,Russia
15032,25-34 years old,Secondary School,Central African Republic
15038,Under 18 years old,Secondary School,Germany
15052,25-34 years old,Bachelor,Vietnam
15059,25-34 years old,Bachelor,United States
15063,35-44 years old,Secondary School,New Zealand
15065,25-34 years old,Bachelor,Ukraine
15066,25-34 years old,Bachelor,Denmark
15071,35-44 years old,Bachelor,Argentina
15078,25-34 years old,Master,Brazil
15080,25-34 years old,Master,India
15082,55-64 years old,Master,United States
15083,35-44 years old,Secondary School,Czech Republic
15085,25-34 years old,Master,Germany
15088,35-44 years old,Bachelor,United States
15094,35-44 years old,Master,Germany
15096,25-34 years old,Master,Norway
15097,18-24 years old,Some College,United Kingdom
15102,35-44 years old,Master,United States
15105,25-34 years old,Bachelor,United States
15108,25-34 years old,Some College,Canada
15109,35-44 years old,Bachelor,Belgium
15113,45-54 years old,Bachelor,Greece
15117,35-44 years old,Bachelor,Turkey
15120,25-34 years old,Bachelor,United States
15122,45-54 years old,Master,United States
15127,45-54 years old,Bachelor,Bolivia
15130,55-64 years old,Bachelor,United States
15131,35-44 years old,Master,United States
15133,18-24 years old,Secondary School,Azerbaijan
15139,45-54 years old,Bachelor,Brazil
15144,35-44 years old,Bachelor,United States
15148,55-64 years old,Bachelor,Canada
15152,35-44 years old,Master,United Kingdom
15156,35-44 years old,Bachelor,Spain
15157,18-24 years old,Secondary School,Ukraine
15163,45-54 years old,Bachelor,Australia
15167,25-34 years old,Bachelor,United States
15173,25-34 years old,Bachelor,United States
15174,45-54 years old,Bachelor,Germany
15177,Under 18 years old,Some College,United Kingdom
15178,25-34 years old,Bachelor,Brazil
15179,35-44 years old,Bachelor,United States
15180,45-54 years old,Bachelor,United Kingdom
15184,35-44 years old,Secondary School,Australia
15185,25-34 years old,Bachelor,Australia
15189,45-54 years old,Bachelor,Israel
15195,25-34 years old,Primary School,Australia
15198,35-44 years old,Bachelor,United States
15200,45-54 years old,Bachelor,Australia
15202,55-64 years old,Bachelor,Australia
15203,25-34 years old,Bachelor,Poland
15204,18-24 years old,Bachelor,New Zealand
15206,18-24 years old,Some College,Colombia
15208,25-34 years old,Bachelor,United States
15209,25-34 years old,Master,Tunisia
15210,25-34 years old,Bachelor,Australia
15214,35-44 years old,Master,Australia
15216,45-54 years old,Some College,Germany
15221,25-34 years old,Some College,Australia
15226,18-24 years old,Bachelor,India
15229,35-44 years old,Bachelor,United States
15232,25-34 years old,Bachelor,South Korea
15233,55-64 years old,Bachelor,Australia
15234,18-24 years old,Some College,Myanmar
15235,25-34 years old,Bachelor,Brazil
15236,25-34 years old,Master,United States
15237,25-34 years old,Bachelor,Mexico
15244,25-34 years old,Master,Ukraine
15246,55-64 years old,Doctorate,United States
15249,35-44 years old,Bachelor,United States
15250,18-24 years old,Secondary School,Latvia
15256,35-44 years old,Bachelor,Australia
15257,25-34 years old,Master,United States
15258,25-34 years old,Bachelor,New Zealand
15260,35-44 years old,Bachelor,Australia
15262,25-34 years old,Bachelor,Chile
15264,35-44 years old,Bachelor,United States
15265,25-34 years old,Bachelor,Germany
15266,25-34 years old,Bachelor,South Korea
15267,25-34 years old,Bachelor,Brazil
15270,25-34 years old,Bachelor,India
15273,55-64 years old,Bachelor,Australia
15275,25-34 years old,Master,South Korea
15276,18-24 years old,Some College,India
15279,25-34 years old,Master,Vietnam
15282,35-44 years old,Bachelor,Singapore
15288,25-34 years old,Bachelor,United States
15290,35-44 years old,Master,Turkey
15294,25-34 years old,Bachelor,United Arab Emirates
15296,25-34 years old,Bachelor,Japan
15297,25-34 years old,Bachelor,Myanmar
15300,25-34 years old,Bachelor,Norway
15306,18-24 years old,Bachelor,United States
15309,35-44 years old,Bachelor,Switzerland
15314,18-24 years old,Bachelor,Ukraine
15317,35-44 years old,Associate,Germany
15322,25-34 years old,Master,Iran
15323,18-24 years old,Some College,Switzerland
15329,25-34 years old,Master,Afghanistan
15331,35-44 years old,Bachelor,India
15341,35-44 years old,Some College,France
15343,18-24 years old,Bachelor,Hong Kong
15348,35-44 years old,Some College,Australia
15351,18-24 years old,Secondary School,Montenegro
15353,18-24 years old,Bachelor,Indonesia
15354,25-34 years old,Bachelor,Vietnam
15357,35-44 years old,Primary School,Denmark
15358,25-34 years old,Master,Switzerland
15359,35-44 years old,Master,Lithuania
15360,55-64 years old,Master,Denmark
15362,18-24 years old,Secondary School,South Africa
15363,25-34 years old,Bachelor,Switzerland
15365,35-44 years old,Master,Romania
15367,25-34 years old,Bachelor,India
15368,25-34 years old,Bachelor,India
15371,25-34 years old,Master,France
15372,25-34 years old,Master,India
15373,18-24 years old,Secondary School,Ukraine
15374,25-34 years old,Bachelor,Thailand
15375,25-34 years old,Master,Slovakia
15380,35-44 years old,Bachelor,Iran
15381,25-34 years old,Bachelor,Switzerland
15382,18-24 years old,Bachelor,France
15386,25-34 years old,Master,India
15389,35-44 years old,Master,France
15396,25-34 years old,Bachelor,India
15398,35-44 years old,Master,Germany
15399,25-34 years old,Bachelor,Pakistan
15400,25-34 years old,Bachelor,Indonesia
15407,25-34 years old,Some College,Germany
15408,35-44 years old,Bachelor,Israel
15409,18-24 years old,Secondary School,Switzerland
15414,35-44 years old,Bachelor,Belgium
15418,18-24 years old,Bachelor,Germany
15419,25-34 years old,Master,Ukraine
15420,25-34 years old,Bachelor,Germany
15421,25-34 years old,Bachelor,Ukraine
